image,caption
1057210460_09c6f4c6c1.jpg,The man is putting on his shirt near an elevator .
1057251835_6ded4ada9c.jpg,A light-colored dog runs on the beach .
1057251835_6ded4ada9c.jpg,A small yellow dog runs on a beach
1057251835_6ded4ada9c.jpg,A tan dog runs on a sandy beach .
1057251835_6ded4ada9c.jpg,A white dog is running down a rocky beach .
1057251835_6ded4ada9c.jpg,Light brown dog running along the beach .
106490881_5a2dd9b7bd.jpg,A boy in his blue swim shorts at the beach .
106490881_5a2dd9b7bd.jpg,A boy smiles for the camera at a beach .
106490881_5a2dd9b7bd.jpg,A young boy in swimming trunks is walking with his arms outstretched on the beach .
106490881_5a2dd9b7bd.jpg,Children playing on the beach .
106490881_5a2dd9b7bd.jpg,The boy is playing on the shore of an ocean .
106514190_bae200f463.jpg,A hiker standing high on a bluff overlooking the mountains below .
106514190_bae200f463.jpg,a person on ski 's looks from hill over snow covered landscape
106514190_bae200f463.jpg,A skier is overlooking a snow-covered mountain .
106514190_bae200f463.jpg,A skier is overlooking the beautiful white snow covered landscape .
106514190_bae200f463.jpg,A skier pauses on a mountaintop .
1067180831_a59dc64344.jpg,A black and white dog is attempting to catch a yellow and purple object in a low cut yard .
1067180831_a59dc64344.jpg,A black and white dog jumps after a yellow toy .
1067180831_a59dc64344.jpg,a black and white dog jumps to get the Frisbee .
1067180831_a59dc64344.jpg,A black dog is jumping up to catch a purple and green toy .
1067180831_a59dc64344.jpg,A dog jumps to catch a toy .
1067675215_7336a694d6.jpg,A man in blue shorts is laying in the street .
1067675215_7336a694d6.jpg,A man in blue shorts lays down outside in a parking lot .
1067675215_7336a694d6.jpg,A man laying down in middle of street during heavy traffic .
1067675215_7336a694d6.jpg,A man lies on a mat in a parking lot between a brown SUV and a yellow pickup with an open door .
1067675215_7336a694d6.jpg,A shirtless man is laying down in the middle of a busy street .
1067790824_f3cc97239b.jpg,A white and black dog and a brown dog in sandy terrain .
1067790824_f3cc97239b.jpg,A woolly dog chases a Doberman on a beach .
1067790824_f3cc97239b.jpg,One dog is chasing another one on the beach .
1067790824_f3cc97239b.jpg,The two large dogs are running through sand .
1067790824_f3cc97239b.jpg,Two large dogs chasing each other at the beach .
1072153132_53d2bb1b60.jpg,A black and white dog catches a toy in midair .
1072153132_53d2bb1b60.jpg,A dog and a tennis ball .
1072153132_53d2bb1b60.jpg,"A dog is jumping to catch a object thrown at it ,"
1072153132_53d2bb1b60.jpg,A dog leaps while chasing a tennis ball through a grassy field .
1072153132_53d2bb1b60.jpg,A multicolor dog jumping to catch a tennis ball in a grassy field .
107318069_e9f2ef32de.jpg,A crowd watching air balloons at night .
107318069_e9f2ef32de.jpg,A group of hot air balloons lit up at night .
107318069_e9f2ef32de.jpg,People are watching hot air balloons in the park .
107318069_e9f2ef32de.jpg,People watching hot air balloons .
107318069_e9f2ef32de.jpg,Seven large balloons are lined up at nighttime near a crowd .
1075716537_62105738b4.jpg,A child with a helmet on his head rides a bike .
1075716537_62105738b4.jpg,A little boy rides a bike down a hill on a miniature dirt bike .
1075716537_62105738b4.jpg,A young boy in a helmet rides a bike on the road .
1075716537_62105738b4.jpg,The little boy rides his bicycle in a race .
1075716537_62105738b4.jpg,The young boy pedals quickly at a BMX race .
107582366_d86f2d3347.jpg,A group of eight people are gathered around a table at night .
107582366_d86f2d3347.jpg,A group of people gathered around in the dark .
107582366_d86f2d3347.jpg,A group of people sit around a table outside on a porch at night .
107582366_d86f2d3347.jpg,A group of people sit outdoors together at night .
107582366_d86f2d3347.jpg,A group of people sitting at a table in a darkened room .
1075867198_27ca2e7efe.jpg,A man in a brown shirt and dark shorts plays on the beach with his two black dogs .
1075867198_27ca2e7efe.jpg,A man in shorts with two black dogs holds a ball throwing toy at the beach .
1075867198_27ca2e7efe.jpg,a man playing with two black dogs on the beach
1075867198_27ca2e7efe.jpg,A man with two dogs on a beach
1075867198_27ca2e7efe.jpg,Man at the beach with two dogs .
1075881101_d55c46bece.jpg,a boy cleans the bubbles off his face .
1075881101_d55c46bece.jpg,A boy covered in suds has his face wiped clean .
1075881101_d55c46bece.jpg,A boy is covered in bubbles .
1075881101_d55c46bece.jpg,A child covered in foam is climbing on a black inflatable ramp .
1075881101_d55c46bece.jpg,A person covered in soapy water is getting cleaned off .
1077546505_a4f6c4daa9.jpg,A boy in blue shorts slides down a slide into a pool .
1077546505_a4f6c4daa9.jpg,A boy in blue swimming trunks slides down a yellow slide into a wading pool with inflatable toys floating in the water .
1077546505_a4f6c4daa9.jpg,A boy rides down a slide into a small backyard pool .
1077546505_a4f6c4daa9.jpg,A boy sliding down a slide into a pool with colorful tubes .
1077546505_a4f6c4daa9.jpg,A child is falling off a slide onto colored balloons floating on a pool of water .
1077931201_1e0bb83105.jpg,A man in a wetsuit is throwing a baby wearing a wetsuit up into the air .
1077931201_1e0bb83105.jpg,A man in a wetsuit is throwing a toddler up in the air and is ready to catch him .
1077931201_1e0bb83105.jpg,A man in water throwing a little boy up in the air and waiting for him to come down so he can catch him .
1077931201_1e0bb83105.jpg,The man is in the pool and throwing a small boy into the air .
1077931201_1e0bb83105.jpg,"While water droplets fly , a man throws a little boy up in the air ."
1079274291_9aaf896cc1.jpg,A little boy sticks his tongue out for the camera . Another boy looks on .
1079274291_9aaf896cc1.jpg,Two boys make faces .
1079274291_9aaf896cc1.jpg,"Two young boys are looking at the camera , one smiling , the other sticking his tongue out ."
1079274291_9aaf896cc1.jpg,Two young boys look up at the camera as one sticks out his tongue .
1079274291_9aaf896cc1.jpg,two young boys making silly faces .
10815824_2997e03d76.jpg,A blonde horse and a blonde girl in a black sweatshirt are staring at a fire in a barrel .
10815824_2997e03d76.jpg,A girl and her horse stand by a fire .
10815824_2997e03d76.jpg,A girl holding a horse 's lead behind a fire .
10815824_2997e03d76.jpg,"A man , and girl and two horses are near a contained fire ."
10815824_2997e03d76.jpg,Two people and two horses watching a fire .
1082252566_8c79beef93.jpg,"A bulldog , a sheep dog , and a boxer standing in a yard ."
1082252566_8c79beef93.jpg,A large brown dog is pushing a small Boston terrier with his face while anouther dog watches .
1082252566_8c79beef93.jpg,A large skinny dog stands near two smaller dogs int the dirt .
1082252566_8c79beef93.jpg,There are three dogs starring at a ball in the middle of them .
1082252566_8c79beef93.jpg,Three dogs of various sizes .
1082379191_ec1e53f996.jpg,A lady and a man with no shirt sit on a dock .
1082379191_ec1e53f996.jpg,A man and a woman are sitting on a dock together .
1082379191_ec1e53f996.jpg,A man and a woman sitting on a dock .
1082379191_ec1e53f996.jpg,A man and woman sitting on a deck next to a lake .
1082379191_ec1e53f996.jpg,A shirtless man and a woman sitting on a dock .
1084040636_97d9633581.jpg,A closeup of a white dog that is laying its head on its paws .
1084040636_97d9633581.jpg,a large white dog lying on the floor .
1084040636_97d9633581.jpg,A white dog has its head on the ground .
1084040636_97d9633581.jpg,A white dog is resting its head on a tiled floor with its eyes open .
1084040636_97d9633581.jpg,A white dog rests its head on the patio bricks .
1084104085_3b06223afe.jpg,a woman in a yellow shirt and green shorts is climbing an artificial red wall whilst wearing a safety harness .
1084104085_3b06223afe.jpg,A woman in blue shorts and a white shirt is indoor rock climbing .
1084104085_3b06223afe.jpg,The girl is climbing a rock wall .
1084104085_3b06223afe.jpg,"The girl is in a harness , climbing rocks ."
1084104085_3b06223afe.jpg,Woman climbing an artificial rock wall .
1087168168_70280d024a.jpg,A boy is jumping on an inflatable ring and a girl is watching him
1087168168_70280d024a.jpg,A boy jumping on a water jumphouse
1087168168_70280d024a.jpg,A teenage boy is jumping on an inflatable slide .
1087168168_70280d024a.jpg,A young boy jumping and a young girl seating in an inflatable pool .
1087168168_70280d024a.jpg,Two young kids are playing in the water on an inflated toy .
1087539207_9f77ab3aaf.jpg,A family playing on a tractor on a beautiful day
1087539207_9f77ab3aaf.jpg,Children ride a tractor in a field .
1087539207_9f77ab3aaf.jpg,Several children playing on a Polaris vehicle outdoors .
1087539207_9f77ab3aaf.jpg,The children played on the four wheeler in the field .
1087539207_9f77ab3aaf.jpg,The four kids are riding on an ATV in a field .
1088767354_2acee738cf.jpg,A woman in a red costume to the left of a man and woman standing together .
1088767354_2acee738cf.jpg,A woman wearing a red costume looks at two other people standing on a street .
1088767354_2acee738cf.jpg,A young woman in a red sequined costume and feather stands on the sidewalk .
1088767354_2acee738cf.jpg,The girl in the salmon colored bikini is standing next to two young people ; one is wearing a black outfit and the other is drinking pop .
1088767354_2acee738cf.jpg,Two young people are approached by a flamboyant young woman dressed in a red bikini and a red feathered headress .
108898978_7713be88fc.jpg,Skiiers walking up the hill through a forest .
108898978_7713be88fc.jpg,Two men are skiing in the snow in a wooded area .
108898978_7713be88fc.jpg,Two people wearing yellow jackets cross-country skiing .
108898978_7713be88fc.jpg,Two skiers are making their way through woodland .
108898978_7713be88fc.jpg,Two skiers are sliding down a trail in the woods .
108899015_bf36131a57.jpg,A lone skier is making their way up a mountain .
108899015_bf36131a57.jpg,Skiiers at the top of a snow covered hill .
108899015_bf36131a57.jpg,Two hikers climbing a snowy hill .
108899015_bf36131a57.jpg,Two people are on a snow-covered mountain .
108899015_bf36131a57.jpg,Two people climbing up a snowy mountain .
1089181217_ee1167f7af.jpg,a brown dog running down a paved pathway
1089181217_ee1167f7af.jpg,A brown dog running next to grass .
1089181217_ee1167f7af.jpg,A dog is running down a road .
1089181217_ee1167f7af.jpg,A light brown dog runs down a path happily .
1089181217_ee1167f7af.jpg,Energetic brown dog running
1089755335_0bfbfd30e6.jpg,A mother and children is fishing on a boardwalk at night .
1089755335_0bfbfd30e6.jpg,A woman and three children stand on a deck with a fishing pole .
1089755335_0bfbfd30e6.jpg,A woman stands with children on a boardwalk at night overlooking the sea .
1089755335_0bfbfd30e6.jpg,Some people on a pier at night with one girl fishing off it .
1089755335_0bfbfd30e6.jpg,Woman with three children fishing over boardwalk in the evening .
109202756_b97fcdc62c.jpg,A woman dressed in a blue jacket and blue jeans rides a brown horse near a frozen lake and snow-covered mountain .
109202756_b97fcdc62c.jpg,A woman in a blue jacket rides a brown pony near water .
109202756_b97fcdc62c.jpg,A woman rides a horse near a frozen lake in the wintertime .
109202756_b97fcdc62c.jpg,A young blond woman sitting atop a brown draft horse in the snowy mountains .
109202756_b97fcdc62c.jpg,Woman n blue jacket sits on daft horse near a frozen lake .
109202801_c6381eef15.jpg,Two draft horses pull a cart through the snow .
109202801_c6381eef15.jpg,Two golden brown horses pull a sleigh driven by a woman in a blue coat .
109202801_c6381eef15.jpg,Two horses are pulling a woman in a cart .
109202801_c6381eef15.jpg,Two horses pull a carriage driven by a woman over snow covered ground .
109202801_c6381eef15.jpg,Two horses pulling a sled steered by a smiling blond woman .
109260216_85b0be5378.jpg,A person climbing down a sheer rock cliff using a rope
109260216_85b0be5378.jpg,"A person climbs a tall , flat mountain while holding onto a safety rope ."
109260216_85b0be5378.jpg,A person is climbing a rock while holding onto a white rope .
109260216_85b0be5378.jpg,A person rappels down a steep incline .
